erronea,corregida
varios libros que compré tiene nombre,varios libros que compré tienen nombre
Llame para eso.,Llamé para eso.
los cuadros estaba cerrados,los cuadros estaban cerrados
"No, zolo tengo curiozidad perzonal.","No, solo tengo curiosidad personal."
muchos vecinos del parque estaba mojados,muchos vecinos del parque estaban mojados
tres manzanas que vimos ayer es de madera,tres manzanas que vimos ayer son de madera
Aunke estas no nesesitan respaldo.,Aunque estas no necesitan respaldo.
Y yo podría zer el prezidente.,Y yo podría ser el presidente.
ellos fue azules,ellos fueron azules
dos perros de mi tío estaba cerrados,dos perros de mi tío estaban cerrados
esas ventanas que llegaron era antiguos,esas ventanas que llegaron eran antiguos
unas ventanas que había ahí es de mi hermano,unas ventanas que había ahí son de mi hermano
Intentamos probar ke la somputadora puede ser mas efisiente ke el hombre.,Intentamos probar que la computadora puede ser más eficiente que el hombre.
unos libros que me diste estaba rotos,unos libros que me diste estaban rotos
tres pájaros que llegaron es muy útiles,tres pájaros que llegaron son muy útiles
"Pero, e, De eco, me fui a buzcar...","Pero, eh, De hecho, me fui a buscar..."
dos libros que encontramos era buenos,dos libros que encontramos eran buenos
La reessribire entonses.,La reescribiré entonces.
Siento ke puedo sonfiar en ti.,Siento que puedo confiar en ti.
tres nubes que llegaron tiene dueño,tres nubes que llegaron tienen dueño
- Te enfriaran.,- Te enfriarán.
esas sillas del parque era divertidos,esas sillas del parque eran divertidos
"Siéntate ahí y espera, y nada de celulares ni cosas de esas para pasar rato.","Siéntate ahí y espera, y nada de celulares ni cosas de esas para pasar el rato."
Heidi Salomon organiza un desayuno-almuerzo el domingo,Heidi Salomón organiza un desayuno-almuerzo el domingo
Nos sonvendria volver a la sosta.,Nos convendría volver a la costa.
Vamoz a zeguir todoz loz demáz.,Vamos a seguir todos los demás.
dos vecinas de la casa es de madera,dos vecinas de la casa son de madera
las ventanas que vimos ayer tiene precio,las ventanas que vimos ayer tienen precio
Supongo que tendremoz que ezperar.,Supongo que tendremos que esperar.
tres chicas de mi tío estaba mojados,tres chicas de mi tío estaban mojados
Las constantes está tocando fondo. 50 y bajando.,Las constantes están tocando fondo. 50 y bajando.
"O, Dioz mio, ¿eztá bien?","Oh, Dios mio, ¿está bien?"
unas canciones de mi tío es muy útiles,unas canciones de mi tío son muy útiles
La yevo a sasa.,La llevó a casa.
varias niñas que había ahí fue muy grandes,varias niñas que había ahí fueron muy grandes
estas estrellas que me diste tiene dueño,estas estrellas que me diste tienen dueño
tres nubes del parque estaba sucios,tres nubes del parque estaban sucios
varias montañas que estaban ahí era rápidos,varias montañas que estaban ahí eran rápidos
- Untranzlated zubtitle - - Untranzlated zubtitle -,- Untranslated subtitle - - Untranslated subtitle -
Es ke no habra ensontrado un regalo ke le guste.,Es que no habrá encontrado un regalo que le guste.
estas estrellas que vimos ayer es muy útiles,estas estrellas que vimos ayer son muy útiles
ellos del parque estaba listos,ellos del parque estaban listos
"Son unoz éroez, an matado a doce ezta zemana.","Son unos héroes, han matado a doce esta semana."
"¿Qué paza, Gerald?","¿Qué pasa, Gerald?"
ellas de la casa fue muy grandes,ellas de la casa fueron muy grandes
Yo vivo lado.,Yo vivo al lado.
tres historias estaba sucios,tres historias estaban sucios
"- Oh, ¿la de planta ke santa?","- Oh, ¿la de la planta que canta?"
Y vas a amar porque... hace visitas a domicilio.,Y la vas a amar porque... hace visitas a domicilio.
esas historias es importantes,esas historias son importantes
"No, lo siento, kerida, pero tu novio se aprovesha de ti.","No, lo siento, querida, pero tu novio se aprovecha de ti."
Ez zólo por un tiempo.,Es sólo por un tiempo.
dos regalos que encontramos es importantes,dos regalos que encontramos son importantes
Tengo una suenta ke saldar.,Tengo una cuenta que saldar.
"¡Es tiempo de las galletas, amigos!","¡Es el tiempo de las galletas, amigos!"
esos hermanos que compré estaba sucios,esos hermanos que compré estaban sucios
Ezto te animará.,Esto te animará.
¿Se dirige al norte o al zur?,¿Se dirige al norte o al sur?
"A sugerensia Sesretario General (A/BUR/56/1, parr.","A sugerencia del Secretario General (A/BUR/56/1, párr."
Tus argumentos me dan asaso.,Tus argumentos me dan asaco.
Mis sentidas dissulpas por este insidente.,Mis sentidas disculpas por este incidente.
GUATEMALA - Hombrez,GUATEMALA - Hombres
Nombre de persona juridisa o fisisa …,Nombre de la persona jurídica o física …
ellos que llegaron fue geniales,ellos que llegaron fueron geniales
unas plantas de mi tío estaba rotos,unas plantas de mi tío estaban rotos
Que tu pistolero le volara la sabeza a una mujer inosente.,Que tu pistolero le volara la cabeza a una mujer inocente.
- Si tuviera una muñesa asi...,- Si tuviera una muñeca así...
"Bien, las cosas no salió tan bien en Roke-","Bien, las cosas no salieron tan bien en Roke-"
muchos coches de la casa tiene precio,muchos coches de la casa tienen precio
"Cuando llegazte a la Garona, dezpuéz de clazez.","Cuando llegaste a la Garona, después de clases."
estos vecinos que vimos ayer fue nuevos,estos vecinos que vimos ayer fueron nuevos
tres vecinas que vi tiene nombre,tres vecinas que vi tienen nombre
"Bajan por essalera este, señora, y salen por la puerta trasera.","Bajan por la escalera este, señora, y salen por la puerta trasera."
Disen ke suro mendigo.,Dicen que curo al mendigo.
esos cuadros que encontramos es importantes,esos cuadros que encontramos son importantes
estas canciones que encontramos fue pequeños,estas canciones que encontramos fueron pequeños
ellos que compré fue caros,ellos que compré fueron caros
dos chicas que me diste es muy útiles,dos chicas que me diste son muy útiles
"No, pero eyos podrian.","No, pero ellos podrían."
"Asi ke si kieres ver algo en 3D, hazmelo saber.","Así que si quieres ver algo en 3D, házmelo saber."
¿Entonses por ke tome este saso?,¿Entonces por qué tomé este caso?
"Que soinsidensia, yo tambien.","Qué coincidencia, yo también."
¿No kieres haserlo?,¿No quieres hacerlo?
"Asistensia prestada, proyestada o resibida","Asistencia prestada, proyectada o recibida"
varios autos que tenía era buenos,varios autos que tenía eran buenos
unos perros que vi es de mi hermano,unos perros que vi son de mi hermano
"Mi madre sasaria un prestamo,","Mi madre sacaría un préstamo,"
* La comprenzión ayuda a tomar mejorez decizionez de carrera.,* La comprensión ayuda a tomar mejores decisiones de carrera.
No puedo rezpirar.,No puedo respirar.
- No ay otro zitio.,- No hay otro sitio.
los hermanos que vi estaba rotos,los hermanos que vi estaban rotos
Me dijo son lagrimas en los ojos ke esto tenia ke arreglarse.,Me dijo con lágrimas en los ojos que esto tenía que arreglarse.
"Fue cuando el carnabal, ¿berdad?","Fue cuando el carnaval, ¿verdad?"
los pájaros del parque era buenos,los pájaros del parque eran buenos
varias camisas que me diste estaba cerrados,varias camisas que me diste estaban cerrados
los profesores que compré estaba mojados,los profesores que compré estaban mojados
Ez increíble que conocieraz Europa.,Es increíble que conocieras Europa.
"Hmm, vigilancias son brutales.","Hmm, las vigilancias son brutales."
"Debería funcionar zi lo e derretido bien, pero bamoz a necezitar máz.","Debería funcionar si lo he derretido bien, pero vamos a necesitar más."
ellas fue muy bonitos,ellas fueron muy bonitos
"Sabes, de alguna manera, me alegra ke esto haya pasado.","Sabes, de alguna manera, me alegra que esto haya pasado."
esos amigos que compré era divertidos,esos amigos que compré eran divertidos
tres casas que encontramos estaba listos,tres casas que encontramos estaban listos
esos amigos que encontramos es de mi hermano,esos amigos que encontramos son de mi hermano
estos autos que tenía es muy útiles,estos autos que tenía son muy útiles
¿Quien es Gareth?,¿Quién es Gareth?
estas casas del parque era rápidos,estas casas del parque eran rápidos
Ez graciozo que la gente que bibe aí no pueda berlo.,Es gracioso que la gente que vive ahí no pueda verlo.
¿Por qué estoy viendo?,¿Por qué la estoy viendo?
ellos de la casa es importantes,ellos de la casa son importantes
"Bueno, no puede uzar un banco.","Bueno, no puede usar un banco."
ellas que compré era rápidos,ellas que compré eran rápidos
esos amigos que estaban ahí estaba listos,esos amigos que estaban ahí estaban listos
"La nobedad, ez la bizualización pública de dica cueztión.","La novedad, es la visualización pública de dicha cuestión."
Comenzar zecuencia de dezcenzo.,Comenzar secuencia de descenso.
dos zapatos es de madera,dos zapatos son de madera
"Vete para aya, Tex.","Vete para allá, Tex."
"“La Azamblea General,","“La Asamblea General,"
- ¿Un telefono selular?,- ¿Un teléfono celular?
Nos estuvimos moviendo lateralmente a medida ke el fuego venia hasia aki.,Nos estuvimos moviendo lateralmente a medida que el fuego venía hacia aquí.
estas historias que había ahí tiene nombre,estas historias que había ahí tienen nombre
las estrellas que estaban ahí era buenos,las estrellas que estaban ahí eran buenos
unas mesas que compré era rápidos,unas mesas que compré eran rápidos
tres montañas estaba listos,tres montañas estaban listos
El 5% de loz cazoz ze prezenta zin erupcionez.,El 5% de los casos se presenta sin erupciones.
dos chicos que estaban ahí es muy útiles,dos chicos que estaban ahí son muy útiles
Yo zé lo que tengo que zaber.,Yo sé lo que tengo que saber.
esos árboles que había ahí era rápidos,esos árboles que había ahí eran rápidos
Teníaz que zer tú.,Tenías que ser tú.
"Si Joey murio aki, ¿por ke mover su sadaver?","Si Joey murió aquí, ¿por qué mover su cadáver?"
Dadme pistola.,Dadme una pistola.
Tal bez ezo ez lo que zucede con la memoria. Recuerdaz...,Tal vez eso es lo que sucede con la memoria. Recuerdas...
esos cuadros que llegaron fue viejos,esos cuadros que llegaron fueron viejos
Yo el commed eco para atráz y dico a él Para no enbiar a loz demáz.,Yo el commed echo para atrás y dicho a él Para no enviar a los demás.
Hicimoz una promeza.,Hicimos una promesa.
muchas montañas que compré fue muy bonitos,muchas montañas que compré fueron muy bonitos
Ariadna zolo ez una mujer bigoroza.,Ariadna solo es una mujer vigorosa.
El año ziguiente. Dezempate en Bozton.,El año siguiente. Desempate en Boston.
No estaba asostado.,No estaba acostado.
"- Veamoz qué tienez, Moe.","- Veamos qué tienes, Moe."
"El sospeshoso esta ahi, astua de manera agresiva.","El sospechoso está ahí, actúa de manera agresiva."
¿Ha bizto a ezte tipo?,¿Ha visto a este tipo?
(Miembro dezde Enero 2008),(Miembro desde Enero 2008)
unas casas que compré es muy útiles,unas casas que compré son muy útiles
los cuadros que llegaron estaba listos,los cuadros que llegaron estaban listos
tres amigas que tenía tiene nombre,tres amigas que tenía tienen nombre
Loz trabajoz del tribunal zon muy complicadoz...,Los trabajos del tribunal son muy complicados...
unas manzanas que me diste estaba cerrados,unas manzanas que me diste estaban cerrados
tres libros que encontramos estaba cerrados,tres libros que encontramos estaban cerrados
unos juguetes que estaban ahí estaba mojados,unos juguetes que estaban ahí estaban mojados
Dezcripción DV ez un formato para grabar y reproducir bídeo digital.,Descripción DV es un formato para grabar y reproducir vídeo digital.
"Mira Vidya, no kiere somer su Khishdi ..","Mira Vidya, no quiere comer su Khichdi .."
Me conquiztazte por completo.,Me conquistaste por completo.
No erez nada tonta...,No eres nada tonta...
Haga lo ke kiera son el.,Haga lo que quiera con él.
Así es como se pone a trabajar los dólares de los contribuyentes.,Así es como se ponen a trabajar los dólares de los contribuyentes.
muchos autos que llegaron es muy útiles,muchos autos que llegaron son muy útiles
- ¿Máz que Wonju?,- ¿Más que Wonju?
"Tu lección para día de hoy, Shelley.","Tu lección para el día de hoy, Shelley."
Paízez azociadoz,Países asociados
dos historias que estaban ahí tiene precio,dos historias que estaban ahí tienen precio
varias montañas que vimos ayer tiene hambre,varias montañas que vimos ayer tienen hambre
Vayase rapidamente,Váyase rápidamente
Tiene 86 añoz y medio.,Tiene 86 años y medio.
estos zapatos es de madera,estos zapatos son de madera
¿Aburridos sin slase?,¿Aburridos sin clase?
Podemos tratar sus síntomas. Éste es mejor lugar para ello.,Podemos tratar sus síntomas. Éste es el mejor lugar para ello.
Doz díaz máz para que le den loz rezultadoz de laz pruebaz a papá.,Dos días más para que le den los resultados de las pruebas a papá.
No me manipulez.,No me manipules.
dos profesores que me diste estaba rotos,dos profesores que me diste estaban rotos
Perfecto para la reflexión pero no para sueño.,Perfecto para la reflexión pero no para el sueño.
Alinea tus comunicadores con escáner de largo-alcance.,Alinea tus comunicadores con los escáner de largo-alcance.
unas ventanas que había ahí fue míos,unas ventanas que había ahí fueron míos
"Bueno, zi yo...","Bueno, si yo..."
los cuadros del parque es muy útiles,los cuadros del parque son muy útiles
"Laz rataz ze comieron cazi todo, pero apezta como para bomitar.","Las ratas se comieron casi todo, pero apesta como para vomitar."
unas niñas que estaban ahí era divertidos,unas niñas que estaban ahí eran divertidos
dos plantas que vi era antiguos,dos plantas que vi eran antiguos
dos hermanos que estaban ahí es importantes,dos hermanos que estaban ahí son importantes
¡Ése si es un hombre!,¡Ése sí es un hombre!
Sigue rezpirando.,Sigue respirando.
"""Estudiante briyante""","""Estudiante brillante"""
No penzé que cuatro muertez le parecerían inzignificantez a un policía.,No pensé que cuatro muertes le parecerían insignificantes a un policía.
"Mi primo Carl canceló, azí que ay doz zillaz librez.","Mi primo Carl canceló, así que hay dos sillas libres."
"Y ese es emblema ke utilizan en todos sus vehisulos, un perro demonio.","Y ese es el emblema que utilizan en todos sus vehículos, un perro demonio."
